restaurant_name,dish_name,allergens,guidance_tier,cross_contact
Loong Noodles,Spicy Chicken Cold Noodle / 辣鸡凉面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Sesame Cold Noodle / 麻酱凉面,gluten (declared),Flagged,unknown
Loong Noodles,Beef Cold Noodle / 牛肉凉面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Chicken in Chili Oil / 口水鸡,peanut (declared),Flagged,unknown
Loong Noodles,Beef Tripe Salad / 凉拌牛肚,none flagged,No allergens flagged,unknown
Loong Noodles,Cold Cucumber Salad / 凉拌黄瓜,none flagged,No allergens flagged,unknown
Loong Noodles,Shredded Potato Salad / 凉拌土豆丝,"gluten (likely, medium)",Could modify,unknown
Loong Noodles,Scallion Pancake / 葱油饼,"gluten (likely, high)",Flagged,unknown
Loong Noodles,"Beverages (6 varieties: Water, Soda, Sour Plum Drink, Coconut Milk, Vita Lemon Tea, Herbal Tea)","tree nut (likely, low)",Could modify,unknown
MáLà Project,Classic BènBèn,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Beef Please,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Lucky Chicken,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Year of the Pork Belly,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Little Prince Lamb,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Gone Fishing,"gluten (likely, medium)",Could modify,unknown
MáLà Project,BènBèn's Garden,"gluten (likely, medium)",Could modify,unknown
MáLà Project,MáLà Dry Pot (Your Combo),"gluten (likely, medium)",Could modify,unknown
MáLà Project,MáLà Peanuts,"peanut (declared); gluten (likely, medium)",Flagged,unknown
MáLà Project,MáLà Fries,none flagged,No allergens flagged,unknown
MáLà Project,MáLà Pickles,none flagged,No allergens flagged,unknown
MáLà Project,Marinated Cucumbers,none flagged,No allergens flagged,unknown
MáLà Project,Crispy Duck Salad,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Eggplant with Roasted Garlic,"gluten (likely, medium)",Could modify,unknown
MáLà Project,"1,000 Year Egg","gluten (likely, medium)",Could modify,unknown
MáLà Project,LiángFěn of Happy Tears,"tree nut (declared); gluten (likely, medium)",Flagged,unknown
MáLà Project,Pig Ear in Chili Oil,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Spicy Chicken With Cucumber,peanut (declared),Flagged,unknown
MáLà Project,Husband & Wife Lung Slices,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Sweet & Sour Pork Ribs,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Vegetable Dumplings,"gluten (likely, high)",Flagged,unknown
MáLà Project,Beef Dumplings,"gluten (likely, high)",Flagged,unknown
MáLà Project,Silky Egg Custard,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Scallion Pancake,"gluten (likely, high)",Flagged,unknown
MáLà Project,MáLà Wings,"peanut (likely, medium); tree nut (likely, medium)",Could modify,unknown
MáLà Project,Beef Wrap,"gluten (likely, high)",Flagged,unknown
MáLà Project,Duck Tacos,none flagged,No allergens flagged,unknown
MáLà Project,Spicy Popcorn Chicken,"gluten (likely, high)",Flagged,unknown
MáLà Project,Sweet Lotus Root,none flagged,No allergens flagged,unknown
MáLà Project,White Rice,none flagged,No allergens flagged,unknown
MáLà Project,Purple Rice,none flagged,No allergens flagged,unknown
MáLà Project,House Fried Noodle,gluten (declared),Flagged,unknown
MáLà Project,DànDàn Noodles,gluten (declared),Flagged,unknown
MáLà Project,Cold Noodles,"gluten (likely, high)",Flagged,unknown
MáLà Project,Beef Noodle Soup,gluten (declared),Flagged,unknown
MáLà Project,Hot & Sour Noodle Soup,"peanut (declared); gluten (likely, medium)",Flagged,unknown
MáLà Project,Beijing ChǎoBǐng,"gluten (likely, high)",Flagged,unknown
MáLà Project,Leftover Fried Rice,"gluten (likely, medium)",Could modify,unknown
MáLà Project,XiāngXī Fried Rice,"gluten (likely, medium)",Could modify,unknown
MáLà Project,MáPó Tofu,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Pork Belly With Preserved Mustard Greens,"gluten (likely, high)",Flagged,unknown
MáLà Project,Chinese Fried Chicken,"gluten (likely, high)",Flagged,unknown
MáLà Project,Fish With Pickled Peppers & Mushrooms,"gluten (likely, medium)",Could modify,unknown
MáLà Project,Herbal Jelly,tree nut (declared),Flagged,unknown
MáLà Project,Gold & Silver Mántòu,"gluten (likely, high)",Flagged,unknown
MáLà Project,Coconut Milk Pudding,none flagged,No allergens flagged,unknown
MáLà Project,Crispy Mochi,"gluten (likely, high)",Flagged,unknown
MáLà Project,Soft Drinks (all varieties),none flagged,No allergens flagged,unknown
MáLà Project,Beer (all varieties),"gluten (likely, medium)",Could modify,unknown
Mamoun's Falafel,Falafel Sandwich,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Shawarma Sandwich,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Chicken Kebob Sandwich,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Classic,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,West 4th,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Manhattan,gluten (declared),Flagged,unknown
Mamoun's Falafel,West Village,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Macdougal,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Sullivan,gluten (declared),Flagged,unknown
Mamoun's Falafel,East Village,gluten (declared),Flagged,unknown
Mamoun's Falafel,Bleecker,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Falafel Plate,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Combo Plate,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Shawarma Plate,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Hummus Bowl,gluten (declared),Flagged,unknown
Mamoun's Falafel,Chicken Kebob Plate,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,"Falafel (Side, 4 pieces)",none flagged,No allergens flagged,unknown
Mamoun's Falafel,Seasoned Fries,none flagged,Unknown,unknown
Mamoun's Falafel,Lentil Soup,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Mamoun's Salad,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Hummus (Side),none flagged,No allergens flagged,unknown
Mamoun's Falafel,Tabbouleh,gluten (declared),Flagged,unknown
Mamoun's Falafel,Pita Chips,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Pickled Veggies,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Bag of Pita Bread,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Baba Ganouj,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Seasoned Rice,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Grape Leaves,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Pita Bread,"gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Baklava,"tree nut (declared); gluten (likely, high)",Flagged,unknown
Mamoun's Falafel,Hot Sauce,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Tahineh Sauce,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Garlic Sauce,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Mint Lemonade,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Mamoun's Iced Tea,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Mango,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Tamarind,none flagged,No allergens flagged,unknown
Mamoun's Falafel,Soda (all flavors),none flagged,No allergens flagged,unknown
Mamoun's Falafel,Bottled Water,none flagged,No allergens flagged,unknown
Mokyo,Haricots Verts,none flagged,No allergens flagged,unknown
Mokyo,Avocado,none flagged,No allergens flagged,unknown
Mokyo,Korean Sweet Potato,tree nut (declared),Flagged,unknown
Mokyo,Corn Dumpling,"gluten (likely, high)",Flagged,unknown
Mokyo,Cauliflower,"gluten (likely, medium)",Could modify,unknown
Mokyo,Tartare,none flagged,Unknown,unknown
Mokyo,Wagyu Oxtail Spring Roll,"gluten (likely, medium)",Could modify,unknown
Mokyo,XO Fried Rice,"gluten (likely, medium)",Could modify,unknown
Mokyo,Beef Ragu x Rice Cake,none flagged,Unknown,unknown
Mokyo,Berkshire Rib,"gluten (likely, medium); tree nut (likely, high)",Flagged,unknown
Mokyo,Yellowtail Crudo,"peanut (likely, high); tree nut (likely, medium)",Flagged,unknown
Mokyo,Lobster Roll,"gluten (likely, high)",Flagged,unknown
Mokyo,Scallop,none flagged,Unknown,unknown
Mokyo,Gumbo,"gluten (likely, high)",Flagged,unknown
Mokyo,Noodle,"tree nut (declared); gluten (likely, medium)",Flagged,unknown
Mokyo,Blueberry Cloud,none flagged,No allergens flagged,unknown
Mokyo,Pop Rocks,none flagged,No allergens flagged,unknown
Mokyo,Sake (category),none flagged,Unknown,unknown
Mokyo,Korean Spirit (category),none flagged,Unknown,unknown
Mokyo,Beer (category),"gluten (likely, medium)",Could modify,unknown
Mokyo,Wine (category),none flagged,Unknown,unknown
Mokyo,Cocktails (category),none flagged,Unknown,unknown
Mokyo,Non-Alcoholic (category),none flagged,Unknown,unknown
Mountain House East Village,Swing Pork Belly,none flagged,No allergens flagged,unknown
Mountain House East Village,Fu-Qi Special,"peanut (likely, medium)",Could modify,unknown
Mountain House East Village,House Chicken,"peanut (declared); gluten (likely, medium)",Flagged,unknown
Mountain House East Village,Green Pepper Beef Tripe,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Pickled Chicken Feet,none flagged,No allergens flagged,unknown
Mountain House East Village,Okra Salad,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Pepper Beef Tongue,none flagged,No allergens flagged,unknown
Mountain House East Village,Mung Bean Jelly,none flagged,No allergens flagged,unknown
Mountain House East Village,Szechuan Pickles,none flagged,No allergens flagged,unknown
Mountain House East Village,Bamboo Grove Trio,none flagged,No allergens flagged,unknown
Mountain House East Village,La-Zi Chicken,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Stone Pot Green Pepper Fish,none flagged,No allergens flagged,unknown
Mountain House East Village,Mao Xue Wang,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Beef Slices in Spicy Sour Soup,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Spicy Frog Lover,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-Po Tofu,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Fish in Sour Cabbage Soup,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Green Spicy Bass,none flagged,No allergens flagged,unknown
Mountain House East Village,Pepper Lover,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-La Dungeness Crab,none flagged,No allergens flagged,unknown
Mountain House East Village,House Steamed Crab,none flagged,No allergens flagged,unknown
Mountain House East Village,Crispy Sizzling Tofu,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Pickled Pepper Fish,none flagged,No allergens flagged,unknown
Mountain House East Village,Claypot Beef w. Potatoes,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Diced Chicken with Lotus Roots,none flagged,No allergens flagged,unknown
Mountain House East Village,Fish Fillet with Crispy Rice,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Teppan Shrimp,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,House Tomato Fish Stew,none flagged,No allergens flagged,unknown
Mountain House East Village,Sweet & Sour Pork,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Salted Egg Yolk Corns,none flagged,No allergens flagged,unknown
Mountain House East Village,Sliced Beef with Chili Sauce,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Hot Triple Crisp,none flagged,Unknown,unknown
Mountain House East Village,Traditional Beef Treasure Soup,none flagged,No allergens flagged,unknown
Mountain House East Village,Green Pepper Eel,none flagged,Unknown,unknown
Mountain House East Village,Pepper Rabbit Meat,none flagged,No allergens flagged,unknown
Mountain House East Village,Pork in Garlic Sauce,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-La Boiled Beef,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Kung Pao Chicken,"peanut (declared); gluten (likely, medium)",Flagged,unknown
Mountain House East Village,Szechuan Double Cooked Pork,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Green Pepper Pork,none flagged,No allergens flagged,unknown
Mountain House East Village,County Braised Pork,none flagged,No allergens flagged,unknown
Mountain House East Village,Pickled Rabbit Meat,none flagged,No allergens flagged,unknown
Mountain House East Village,Green Pepper Mao Xue Wang,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-Po Style Pork Blood & Brains,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-La Pork Intestine,none flagged,No allergens flagged,unknown
Mountain House East Village,Ma-Ma Hot Fish,none flagged,Unknown,unknown
Mountain House East Village,Hot Spicy Pork Kidney,none flagged,No allergens flagged,unknown
Mountain House East Village,Peppercorn Beef,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Signature Chicken Stew,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Jiang Stew Fish,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Ma-La Lobster,none flagged,No allergens flagged,unknown
Mountain House East Village,Fried Shredded Eel,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Pickled Pepper Frog,none flagged,No allergens flagged,unknown
Mountain House East Village,Ma-La Prawns,none flagged,No allergens flagged,unknown
Mountain House East Village,Stir-Fried Cabbage,none flagged,No allergens flagged,unknown
Mountain House East Village,Stir-Fried Lotus Roots & Celery,none flagged,No allergens flagged,unknown
Mountain House East Village,Sauteed Shredded Potato,none flagged,No allergens flagged,unknown
Mountain House East Village,Sauteed Water Spinach,none flagged,No allergens flagged,unknown
Mountain House East Village,Sauteed Chinese Long Beans with Eggplant,none flagged,No allergens flagged,unknown
Mountain House East Village,Stir-Fried Cauliflower,none flagged,No allergens flagged,unknown
Mountain House East Village,Stir-Fried Chinese Long Beans,none flagged,No allergens flagged,unknown
Mountain House East Village,Stir-Fried Pea Shoot,none flagged,No allergens flagged,unknown
Mountain House East Village,House Special Pig Trotters Soup,none flagged,No allergens flagged,unknown
Mountain House East Village,Minced Beef & Egg Drop Soup,none flagged,No allergens flagged,unknown
Mountain House East Village,Seafood Hot and Sour Soup,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Mix Herbal Chicken Soup,none flagged,No allergens flagged,unknown
Mountain House East Village,White Rice,none flagged,No allergens flagged,unknown
Mountain House East Village,Fried Rice with Szechuan Pickles Bacon,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Beef Fried Rice,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Fried Rice with Szechuan Special Greens,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Szechuan Style Fried Noodle,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Dumpling in Chili Oil,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Beef and Porcini Mushroom Bibimbap,"gluten (likely, medium)",Could modify,unknown
Mountain House East Village,Sweet Drunken Jelly,none flagged,No allergens flagged,unknown
Mountain House East Village,Sesame Rice Ball in Osmanthus Soup (vegetarian),none flagged,No allergens flagged,unknown
Mountain House East Village,Jasmine Farewell,none flagged,Unknown,unknown
Mountain House East Village,Yibin Style Ran Noodles,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Dumplings in Chili Oil,"gluten (likely, high)",Flagged,unknown
Mountain House East Village,Chicken Mushroom Wontons,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Chicken Soup Dumplings 雞肉小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Crab Meat & Pork Soup Dumplings 蟹粉小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Gourd Luffa, Shrimp, and Pork Soup Dumplings 絲瓜鮮蝦肉小籠包","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Lucky Six Soup Dumplings 六彩小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Nan Xiang Soup Dumplings 南翔小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Scallop & Pork Soup Dumplings 干貝小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Spicy Beef Soup Dumplings 麻辣牛肉小笼包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Truffle & Pork Soup Dumplings 松露小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Vegetable Soup Dumplings 翡翠小籠包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan Fried Pork Buns 生煎包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crabmeat & Pork Buns 蟹粉生煎包,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Cheese & Shrimp Potstickers 芝士蝦仁鍋貼,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan Fried Pork Dumplings 生煎鍋貼,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Beef Dumplings 牛肉鍋貼,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pork & Vegetable Wontons in Spicy Peanuts Sauce 紅油菜肉抄手,"peanut (declared); gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Shrimp, Pork & Vegetable Wontons in Spicy Peanut Sauce 紅油蝦仁菜肉抄手","peanut (declared); gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Shanghai Siu Mai 糯米燒賣,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Chicken Siu Mai 雞肉燒賣,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Steamed Vegetable Dumplings 花素蒸餃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Pork, Shrimp & Cabbage Dumplings 手工白菜豬肉蝦仁水餃","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Pork, Shrimp & Chive Dumplings 手工韭菜豬肉蝦仁水餃","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Chicken, Corn & Carrot Dumplings 雞肉水餃","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Beef Tripe in Spicy Sauce 夫妻肺片,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Chicken in Wine Sauce 紹興醉雞,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Cucumber Salad with Garlic 脆口黃瓜,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Four Happiness Kaofu 四喜烤麩,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Potherb Mustard & Tofu Skin 雪菜豆干毛豆,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Savory Pressed Tofu with Chinese Celery 香芹拌香干,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Scallion Pancake with Sliced Beef 蔥油餅夾牛肉,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Fried Pork Chop 炸排骨,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Crispy Dough 油條,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Salty Soybean Milk 鹹豆漿,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Salty Soybean Pudding 鹹豆花,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Sweet Sticky Rice Roll 甜糯米飯團,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Salty Sticky Rice Roll 鹹糯米飯團,none flagged,Unknown,unknown
Nan Xiang Soup Dumplings - East Village,Fried Vegetable Spring Rolls 素菜春卷,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Fried Shrimp Spring Rolls 蝦仁春卷,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Scallion Pancake 手擀蔥油餅,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Turnip Ham Puffs 蘿蔔酥餅,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Fried Chinese Chives Box 韭菜盒子,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pork & Vegetable Wonton Soup 薺菜肉餛飩湯 (8pcs),"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Shrimp, Pork & Vegetable Wonton Soup (8) 薺菜蝦仁餛飩湯","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Steamed Chicken Soup 元盅土雞湯,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,West Lake Beef Soup 西湖牛肉羹,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Black Pepper Beef 黑胡椒牛肉粒,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Braised Pork Meatballs Shanghai-Style 紅燒獅子頭,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Chili Crispy Chicken Bites 椒香麻辣鸡,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Creamy Shrimp 奶油鮮蝦,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Crispy Flounder Fish Filet with Sweet & Sour Sauce 糖醋魚片,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Egg Fried Rice 蛋炒飯,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Nan Xiang Fried Rice 南翔炒飯,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Osmanthus Honey Chicken 桂香蜜汁鸡,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Sauteed String Beans with Garlic 乾扁四季豆,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Shanghai Sweet & Sour Spare Pork Ribs 上海糖醋排骨,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Stir-fried Bok Choy with Garlic 蒜炒上海青,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Broccoli with Garlic 蒜炒西蘭花,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Seafood Noodle Soup 海鮮湯麵,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Shredded Beef & Pepper Noodle Soup 小椒牛肉絲湯麵,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Shredded Beef & Pepper Noodles (No soup) 小椒牛肉絲乾拌麵,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Vegetable Noodle Soup 素菜湯麵,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Braised Beef Noodle Soup 招牌紅燒牛肉麵,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Scallion Oil Noodles 蔥油乾拌麵,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Shanghai Stir-fried Udon 上海粗炒麵,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Chicken Stir-Fried Udon 雞肉粗炒麵,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Beef Stir-Fried Udon 牛肉絲粗炒麵,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Seafood Stir-Fried Udon 海鮮粗炒麵,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crispy Noodles with Vegetable 素兩麵黃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crispy Noodles with Shredded Pork 肉絲兩麵黃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crispy Noodles with Shredded Chicken 雞絲兩麵黃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crispy Noodle with Shredded Beef 牛肉兩麵黃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pan-Fried Crispy Noodles with Seasonal Seafood 海鮮兩麵黃,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,"Pan-fried Crispy Noodles Pork, Shrimp, & Fish Fillet 什錦兩麵黃","gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Rice Cakes with Shredded Pork & Potherb Mustard 雪菜肉絲炒年糕,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Rice Cakes with Shredded Chicken 雞絲炒年糕,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Rice Cakes with Vegetables 素炒年糕,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Rice Cakes with Shredded Pork 肉絲炒年糕,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Stir-Fried Rice Cakes with Seasonal Seafood 海鮮炒年糕,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Stir-fried Rice Cakes with Shredded Beef 牛肉炒年糕,"gluten (likely, medium)",Could modify,unknown
Nan Xiang Soup Dumplings - East Village,Durian Puffs 榴蓮酥餅,"gluten (likely, high)",Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Mochi & Sesame XLB 麻薯黑芝麻小笼包,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Pumpkin Cakes 南瓜餅,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Red Bean Puffs 豆沙酥餅,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Sweet Soybean Pudding 甜豆花,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Ube Red Bean Bao 紫薯豆沙包,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Beverages (9 varieties),none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Chili Oil 辣椒油,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Peanut Sauce 花生酱,peanut (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Soy Sauce 酱油,gluten (declared),Flagged,unknown
Nan Xiang Soup Dumplings - East Village,Vinegar 醋,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,White Rice 白米饭,none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Dragon Boat Bundle (large),none flagged,No allergens flagged,unknown
Nan Xiang Soup Dumplings - East Village,Dragon Boat Bundle (standard),none flagged,No allergens flagged,unknown
Nudibranch,Patatas Bravas,none flagged,No allergens flagged,unknown
Nudibranch,Duck Confit Croquettes,"gluten (likely, high)",Flagged,unknown
Nudibranch,Frog Legs,none flagged,No allergens flagged,unknown
Nudibranch,Pan con Tomate,"gluten (likely, high)",Flagged,unknown
Nudibranch,Fluke,none flagged,No allergens flagged,unknown
Nudibranch,Crispy Chicken Sandwich,"gluten (likely, high)",Flagged,unknown
